Date,Close,High,Low,Open,Volume
2015-01-02,0.4829851984977722,0.4865842191651556,0.47530732587701624,0.4829851984977722,113680000
2015-01-05,0.47482752799987793,0.4844248700292079,0.47266814391968504,0.4829852615742459,197952000
2015-01-06,0.46043160557746887,0.47602724151277415,0.45995174557683316,0.47554738151213843,197764000
2015-01-07,0.4592318832874298,0.4678694766172137,0.4577922748650493,0.4637905956212188,321808000
2015-01-08,0.4765070974826813,0.4793863146666466,0.4642705102575871,0.46451045455700185,283780000
2015-01-09,0.4784265160560608,0.4820255371597723,0.47170839099954914,0.47818660038398,209540000
2015-01-12,0.4724283218383789,0.4798662531091133,0.46810952395867045,0.4796263087704738,190732000
2015-01-13,0.47170841693878174,0.48562452776346315,0.46834936852693687,0.4760272138984762,236720000
2015-01-14,0.47362789511680603,0.47506750366689127,0.4654701896056618,0.46666985386331544,155260000
2015-01-15,0.4702688157558441,0.4798661291868613,0.4700288714791686,0.47698694087800614,188932000
2015-01-16,0.4789064824581146,0.4793863424825346,0.46810947459626523,0.4695490832717797,181512000
2015-01-20,0.48034611344337463,0.4849047981882204,0.47434776275163976,0.4822655536302032,140308000
2015-01-21,0.4870641827583313,0.48826387570817725,0.47434773495340754,0.47770681228801704,144780000
2015-01-22,0.4954618215560913,0.49690143009718907,0.48298529047258226,0.4880238631619207,159712000
2015-01-23,0.49690133333206177,0.4978610531043993,0.49186270441942753,0.49594155635523157,120416000
2015-01-26,0.49474188685417175,0.4971412147219529,0.4916227549056074,0.49474188685417175,133240000
2015-01-27,0.47098860144615173,0.4875439836244092,0.4700288529794743,0.48706409508994597,357948000
2015-01-28,0.4633106589317322,0.4786663746851341,0.4630707147003334,0.4767469066406783,272728000
2015-01-29,0.4745875597000122,0.47722680343845153,0.46139122659882764,0.46355063904182015,235340000
2015-01-30,0.46067145466804504,0.47674697688187484,0.4599516790722906,0.4712285161668474,298200000
2015-02-02,0.4707487225532532,0.4726681911509215,0.4544332823764516,0.4635507367636866,259604000
2015-02-03,0.4825054109096527,0.4829852995004899,0.4717084324563591,0.47410776100153545,183468000
2015-02-04,0.4837050139904022,0.4892234743403217,0.47962613333899623,0.4810657702420039,181516000
2015-02-05,0.4916228652000427,0.49186278087929874,0.48370507573957866,0.48418490709809076,140448000
2015-02-06,0.48946356773376465,0.4969015275872325,0.48730415449845,0.49114309229305997,210524000
2015-02-09,0.48898354172706604,0.49042309277338914,0.48346508156860213,0.4865842137105379,273944000
2015-02-10,0.5026599168777466,0.5028998326188449,0.4873041653571317,0.489463578640565,226204000
2015-02-11,0.4993007779121399,0.5038594621959563,0.4959416721181357,0.5038594621959563,320832000
2015-02-12,0.5350507497787476,0.5398494065943371,0.5247336319047798,0.5278527645553632,676904000
2015-02-13,0.5352907180786133,0.5360105223921604,0.5256934035039939,0.5338511094515189,310084000
2015-02-17,0.5369702577590942,0.5396095593857194,0.5309719645807374,0.534331013336978,203340000
2015-02-18,0.5307318568229675,0.5372100941841557,0.5297721370228081,0.536250317179502,170948000
2015-02-19,0.5321713089942932,0.5384095716718571,0.5297719815955746,0.5374498521532651,169432000
2015-02-20,0.5360106229782104,0.5362505387262456,0.5278529154998359,0.531691853490988,157752000
2015-02-23,0.53169184923172,0.5357707029382325,0.5290525472064045,0.5357707029382325,125008000
2015-02-24,0.5373517274856567,0.5373517274856567,0.5289217727932141,0.5337389061673983,149356000
2015-02-25,0.5332574248313904,0.537592881395964,0.5308488569926674,0.535184256132454,123820000
2015-02-26,0.534702479839325,0.5378336232030695,0.530367024062705,0.5337390643638905,152864000
2015-02-27,0.5313304662704468,0.5344616094533198,0.5294035780061086,0.5332572971100118,157492000
2015-03-02,0.5443364381790161,0.5472267403773542,0.5291624664872283,0.5298850420368129,301512000
2015-03-03,0.5342206954956055,0.5428915488467151,0.5325347042085524,0.5402421421705991,160344000
2015-03-04,0.5402421951293945,0.541446450127581,0.5301261889906541,0.5322939168971221,226840000
2015-03-05,0.5505987405776978,0.5515621555359158,0.5387967494214763,0.5402419005711762,323056000
2015-03-06,0.5431324243545532,0.5501172287185266,0.5426506879666241,0.5474678221468391,257392000
2015-03-09,0.5445774793624878,0.5486720948024231,0.5421689124462249,0.5433732246167389,222388000
2015-03-10,0.5539708137512207,0.557583692226175,0.5460225385310765,0.5469859536494792,527212000
2015-03-11,0.5510806441307068,0.561196590401297,0.5496354925421187,0.5539708898831198,262120000
2015-03-12,0.5460225343704224,0.5498762522394235,0.5356656927208121,0.5457816949488457,406972000
2015-03-13,0.546745240688324,0.5481903924125695,0.535906660181251,0.5433732582815968,359288000
2015-03-16,0.5532484650611877,0.5566205054963217,0.547467914554182,0.5510807945115473,236956000
2015-03-17,0.5599923133850098,0.5602331528319255,0.5481903191147259,0.552044037389182,299900000
2015-03-18,0.5508397221565247,0.5628825558048883,0.54578174925164,0.5599923101841373,413844000
2015-03-19,0.559269905090332,0.5611967360921604,0.5486722197307198,0.5527667786781887,310756000
2015-03-20,0.5652912259101868,0.5686632658881868,0.5585472608037286,0.563846131547925,462084000
2015-03-23,0.5469861626625061,0.5556570168909271,0.5467453231470653,0.5484313146047058,426012000
2015-03-24,0.5395194888114929,0.5491537561684326,0.537110921972258,0.5453000377407041,330480000
2015-03-25,0.5067630410194397,0.5392787267265954,0.505076992307787,0.5392787267265954,542552000
2015-03-26,0.5050768852233887,0.5072446124575452,0.49279321241268703,0.49640609113628115,311920000
2015-03-27,0.5149522423744202,0.5168790734681984,0.49977826088037886,0.5079673791661076,318288000
2015-03-30,0.5171199440956116,0.5197693510708637,0.5106167602794468,0.5173607836138769,253252000
2015-03-31,0.5041132569313049,0.5161560852110697,0.5036315782549553,0.5156744065347201,357276000
2015-04-01,0.5060405731201172,0.5077265647668209,0.497369717919367,0.5060405731201172,330768000
2015-04-02,0.5072447061538696,0.5103758491511043,0.5029093083094975,0.5089306973947237,192204000
2015-04-06,0.52193683385849,0.5236228245440017,0.49977800069219136,0.5050768121538709,515864000
2015-04-07,0.5265131592750549,0.5322937073249694,0.5190465630118593,0.5219368657491936,413964000
2015-04-08,0.5303671956062317,0.5322940846051158,0.5219372356885982,0.5269952116391783,366432000
